name_1,name_2,prediction,token_set_ratio,label,error
jessica l moszkowicz,jessica moszkowicz,0.7163704,1.0,1.0,False
transformation,transformaton,0.78148645,0.96,1.0,False
benefits,benifits,0.9994984,0.88,1.0,False
etc,ect,0.92184895,0.67,1.0,False
committing,commiting,0.9996454,0.95,1.0,False
lynda tamine,lynda tamine lechani,0.9810151,1.0,1.0,False
summit communications inc,mmc communications,0.047980167,0.88,0.0,False
restaurants,resturaunts,0.98205394,0.91,1.0,False
regional waste systems inc,universal waste systems inc,0.015498591,0.79,0.0,False
womens legal groups,wiess legal group,0.08634877,0.83,0.0,False
el paso company,phase 2 company,0.48764348,0.8,0.0,False
general chemical corp,american well corp,0.05673435,0.56,0.0,False
e scott rigell,scott rigell,0.61540645,1.0,1.0,False
volunteering,volounteering,0.97011024,0.96,1.0,False
washington education association,irvington education association,0.014708892,0.89,0.0,False
ctw investment group,cmk investment group,0.08577452,0.9,0.0,False
fbi agents association,gibson asso inc,0.004666179,0.49,0.0,False
rite aid corporation,bea trading corporation,0.00018689515,0.71,0.0,False
sought,seeked,0.94023186,0.17,1.0,False
relatively,relitavely,0.9973697,0.8,1.0,False
january,janurary,0.998533,0.93,1.0,False
maksim tsvetovat,maksim tsvetovatyy,0.4544726,0.94,1.0,True
ithaca,ihaca,0.98867947,0.91,1.0,False
diphthong,diphtong,0.9990399,0.94,1.0,False
national right to life committee,texas right to life committee inc,0.048430715,0.84,1.0,True
national coal association,national notary association,0.064024046,0.89,0.0,False
ei dupont de nemours and co,e i du pont de nemours and company,0.6122592,0.79,1.0,False
altogether,alltogether,0.9984674,0.95,1.0,False
harrington investments inc,corchiani investments inc,0.010675794,0.75,0.0,False
with,iwth,0.99953866,0.75,1.0,False
allergan inc,la lane inc,0.03327365,0.7,0.0,False
netchoice,echotech inc,0.0012287621,0.57,0.0,False
mutilated,mutiliated,0.9998508,0.95,1.0,False
carolyn b maloney,carolyn maloney,0.95196706,1.0,1.0,False
efficient,efficent,0.9996632,0.94,1.0,False
reason foundation,news corp foundation,0.026933908,0.76,0.0,False
north dakota troopers association,north dakota association of realtors,0.1641813,0.84,0.0,False
broadcast,broacasted,0.82453394,0.84,1.0,False
hussein s m zedan,hussein zedan,0.98451525,1.0,1.0,False
aesthetically,asthetically,0.9619358,0.96,1.0,False
lincoln diaz balart,mario diaz balart,0.20325215,0.79,0.0,False
scenarios,senarios,0.98837173,0.94,1.0,False
cbi,imbc,0.059161685,0.29,0.0,False
fbi agents association,ma sign association,0.007001358,0.73,0.0,False
independent,indipendent,0.99932325,0.91,1.0,False
hyatt corporation,hoya corporation,0.048112992,0.91,0.0,False
consequently,consenquently,0.9978777,0.96,1.0,False
that,thgat,0.9978451,0.89,1.0,False
michael anthony steel,mike a steel,0.6590177,0.67,1.0,False
responsibility,responsiblity,0.99287546,0.96,1.0,False
generally,generaly,0.99461615,0.94,1.0,False
exalted,exhalted,0.9982606,0.93,1.0,False
louisiana sheriffs pension and relief fund,louisiana sheriffs pension relief fund,0.74362487,1.0,1.0,False
doctrines,doctines,0.99542385,0.94,1.0,False
historians,historicians,0.99510336,0.91,1.0,False
boc group inc,cbrl group inc,0.10295887,0.82,0.0,False
petr posik,petr posik,0.99965906,1.0,1.0,False
h c industries inc,sci industries inc,0.0015566043,0.89,0.0,False
iowa state bar association,real estate law association,0.0019868948,0.64,0.0,False
proximity,proximty,0.9999382,0.94,1.0,False
introduced,intrduced,0.9998763,0.95,1.0,False
stainless,stainlees,0.94405997,0.89,1.0,False
harass,harras,0.99808955,0.83,1.0,False
mci communications inc,mervine communications inc,0.019850684,0.9,0.0,False
commissioned,comisioned,0.99795413,0.91,1.0,False
transportation,transporation,0.5466788,0.96,1.0,False
televents inc,era investments llc,0.00013864698,0.44,0.0,False
alleges,aledges,0.99971354,0.86,1.0,False
medieval,medevial,0.9970028,0.88,1.0,False
conqueror,conquerer,0.9967832,0.89,1.0,False
occasionally,occassionally,0.99319863,0.96,1.0,False
chicago patrolmens association,ga oilmens association,0.177865,0.69,0.0,False
guaranteed,guarenteed,0.99975246,0.9,1.0,False
alcoa international,lasa international,0.005625777,0.86,0.0,False
galatians,galations,0.9894376,0.89,1.0,False
minnesota resource recovery association,cortese foot ankle,0.00032642865,0.25,0.0,False
sarah f frisken,sarah f frisken gibson,0.98608226,1.0,1.0,False
vermont sheriffs association,me sheriffs association,0.0013772262,0.93,0.0,False
court line,surtel inc,0.018162904,0.5,0.0,False
year,yera,0.98210037,0.75,1.0,False
bell operating companies,big apple cleaners,0.029721154,0.33,0.0,False
threshold,threshhold,0.9992484,0.95,1.0,False
latino police officers association,daly city police officers association,0.014998311,0.89,0.0,False
development,devolopement,0.92691875,0.87,1.0,False
national association of school nurses,national association ofug chain stores,0.67233497,0.75,0.0,True
friends of the earth,friends of the elephant,0.32171234,0.84,0.0,False
alliance for america,atlantic realty of america,0.3303494,0.61,0.0,False
interpretation,intepretation,0.950194,0.96,1.0,False
multicultural education and training association inc,group pa kaplan law,0.0015616238,0.14,0.0,False
following,folowing,0.99993056,0.94,1.0,False
mechanics,mchanics,0.9951684,0.94,1.0,False
latino police officers association,inglewood police officers association,0.058641534,0.89,0.0,False
genealogy,geneology,0.98245627,0.89,1.0,False
agere systems inc,drake systems inc,0.013797928,0.82,0.0,False
adopted,addopted,0.9996601,0.93,1.0,False
national council on alcoholism and drug dependence,national council on alcoholism ug dependence,0.42917857,0.96,1.0,True
excellent,excellant,0.9996631,0.89,1.0,False
sincerely,sincerley,0.99779665,0.89,1.0,False
texas press association,oates associates,0.002884527,0.72,0.0,False
ioannis pavlidis,ioannis t pavlidis,0.90158117,1.0,1.0,False
tire industry association,otto industries inc,0.004224601,0.5,0.0,False
american college of physicians american society of internal medicine,south central kansas uniserv district,0.0031024227,0.28,0.0,False
allegheny airlines inc,legend airlines inc,0.00065387815,0.88,0.0,False
fulfill,fufill,0.99990827,0.92,1.0,False
gowrishankar,s gowrishankar,0.58559316,1.0,1.0,False
mcmaster communications inc,carr communications inc,0.0013699098,0.88,0.0,False
voluntary,volontary,0.9992803,0.89,1.0,False
efficiency,effeciency,0.99710524,0.9,1.0,False
marcelo o johann,marcelo de oliveira johann,0.992802,0.93,1.0,False
numerous,numberous,0.99899304,0.94,1.0,False
jerrold l nadler,jerrold nadler,0.99442303,1.0,1.0,False
approximately,approxiately,0.9985119,0.96,1.0,False
extraordinary,extrordinary,0.9989268,0.96,1.0,False
disenchanted,disenchanged,0.99893445,0.92,1.0,False
weird,wierd,0.9931842,0.8,1.0,False
american hospital association,polish american association,0.006090815,0.85,0.0,False
wyoming education association,logan education association,0.001923322,0.88,0.0,False
kansas association of school boards,nebraska association of school boards,0.07624414,0.89,0.0,False
rustoleum corporation,uromed corporation,0.047956318,0.77,0.0,False
ims health inc,health wisdom inc,0.002654435,0.84,0.0,False
separately,seperately,0.9984049,0.9,1.0,False
church,chuch,0.9999309,0.91,1.0,False
swears,swaers,0.9999384,0.83,1.0,False
commandos,comandos,0.99943155,0.94,1.0,False
surprise,suprize,0.9994346,0.8,1.0,False
commissions,comissions,0.99983037,0.95,1.0,False
league of women voters of texas,league of women voters of spokane,0.22263886,0.88,0.0,False
robert w bob goodlatte,bob goodlatte,0.00014439062,1.0,1.0,True
life technologies corp,cpr technologies,0.00012613845,0.86,0.0,False
playboy enterprises inc,pop enterprises inc,0.022426315,0.88,0.0,False
inadequate,inadiquate,0.9998226,0.9,1.0,False
andre d carson,andre carson,0.99661076,1.0,1.0,False
21st century insurance group,21st century insurace,0.2518597,0.86,1.0,True
american legion,igam inc,0.004137108,0.35,0.0,False
incorruptible,incorruptable,0.9917396,0.92,1.0,False
consonants,consonents,0.9973767,0.9,1.0,False
guerlin incorporated,gueds lines corporation,0.12851584,0.47,0.0,False
journeyed,journied,0.9999159,0.82,1.0,False
mille lacs band of ojibwe,mille lacs band of ojibwe,0.5734202,1.0,1.0,False
reproducible,reproducable,0.9995544,0.92,1.0,False
alachua county democratic womens club,hill county democratic womens club,0.0014466888,0.92,0.0,False
g d t schuller,gerald schuller,0.8285753,0.73,1.0,False
military,miltary,0.9997858,0.93,1.0,False
brendan babb,brendan j babb,0.9979084,1.0,1.0,False
david gross,david gross amblard,0.9501602,1.0,1.0,False
bmc industries inc,benchmark industries inc,0.005356516,0.88,0.0,False
caisson,casion,0.99959797,0.77,1.0,False
immunosuppressant,immunosupressant,0.9607252,0.97,1.0,False
sbc communications inc,brooks communications inc,0.00020636444,0.9,0.0,False
path associates,sahota associates,0.44179776,0.81,0.0,False
metamorphosis,metamorphysis,0.98503476,0.92,1.0,False
aca international,costa international,0.0030094492,0.87,0.0,False
believes,beleives,0.9990974,0.88,1.0,False
mel watt,tony foriest,0.29414076,0.3,0.0,False
scm corporation,vs comm incorporated,0.023179054,0.57,0.0,False
terex corporation,ser corporation,0.2729592,0.88,0.0,False
stories,storise,0.9795699,0.86,1.0,False
indigenous,indigineous,0.9895848,0.86,1.0,False
omnivorous,omniverous,0.99277097,0.9,1.0,False
ravi k vatrapu,ravikiran vatrapu,0.9930023,0.77,1.0,False
unbeknownst,unbeknowst,0.9984632,0.95,1.0,False
b sundar rajan,bikash sundar rajan,0.8136448,0.92,1.0,False
priesthood,priestood,0.99696344,0.95,1.0,False
focus,foucs,0.9999519,0.8,1.0,False
nor west cable communications,newcastle communications,0.049551733,0.74,0.0,False
imation enterprises corp,rm enterprises inc,0.0011411336,0.76,0.0,False
omega communications inc,ams communications inc,1.4405553e-05,0.9,0.0,False
eva altenbernd giani,eva giani,0.94942653,1.0,1.0,False
sony corporation,si corporation,0.09675014,0.88,0.0,False
intellectual,intelectual,0.99798685,0.96,1.0,False
evidently,evidentally,0.9901287,0.9,1.0,False
mucous,mucuous,0.9992111,0.92,1.0,False
temperature,temerature,0.9993164,0.95,1.0,False
alcoa international,international plaza,0.001026465,0.84,0.0,False
countries,counries,0.99990314,0.94,1.0,False
officials,officals,0.99943554,0.94,1.0,False
accreditation,accredidation,0.9906712,0.92,1.0,False
kraco enterprises inc,bubaco enterprises inc,6.494556e-05,0.88,0.0,False
misdemeanor,misdameanor,0.99463874,0.91,1.0,False
working,wroking,0.9996967,0.86,1.0,False
kansas farm bureau federation,arkansas farm bureau federn,0.005292679,0.68,0.0,False
california association of collectors,california association of collectors pac fund,0.6759605,1.0,1.0,False
stolle corporation,tesoro corp,0.27886075,0.48,0.0,False
computer,cmoputer,0.9999536,0.88,1.0,False
fred rothganger,fredrick h rothganger,0.9482622,0.83,1.0,False
presidential,presedential,0.99666214,0.92,1.0,False
unitarian universalist service committee,relm group llc,0.0029270435,0.07,0.0,False
ameritech corp,mather corp,0.3302354,0.64,0.0,False
devastated,devestated,0.99960333,0.9,1.0,False
announcement,anouncement,0.9992575,0.96,1.0,False
journalism education association,salem education association,0.0006174298,0.88,0.0,False
diocesan council of the episcopal diocese of newark,famous vi pizzeria inc,0.00023044739,0.26,0.0,False
westfed holdings inc,sent holdings inc,0.048327766,0.83,0.0,False
tom cole,frank lucas,5.7489426e-05,0.11,0.0,False
arch ventures,arc ventures,0.9876134,0.96,0.0,True
talley industries inc,casey industrial in,2.2451213e-05,0.65,0.0,False
ellsworth international inc,works international inc,0.003668601,0.85,0.0,False
frederica wilson,frederica s wilson,0.9961586,1.0,1.0,False
mathematician,mathmatician,0.9921342,0.96,1.0,False
montse maritxalar,montserrat maritxalar,0.91587156,0.89,1.0,False
correspond,corrispond,0.999584,0.9,1.0,False
salmon river chamber of commerce,vermont chamber of commerce,0.42544347,0.88,0.0,False
exhibitions,exibitions,0.9994497,0.95,1.0,False
kevin brady,kevin petty,0.5541953,0.64,0.0,True
south dakota bankers association,south asian bar association,0.17722248,0.77,0.0,False
toward,towrad,0.9999099,0.83,1.0,False
household international inc,hous international inc,0.35027477,0.9,1.0,True
strictest,strictist,0.9910834,0.89,1.0,False
rutgers,masterson group,0.0030190416,0.55,0.0,False
international,internation,0.21408893,0.92,1.0,True
disappearing,dissapearing,0.9950021,0.92,1.0,False
dormae products inc,bozeman products inc,0.060291916,0.82,0.0,False
nonetheless,nontheless,0.99407995,0.95,1.0,False
abro industries inc,raycon industries,0.0066711176,0.78,0.0,False
three,threee,0.998897,0.91,1.0,False
aggression,agression,0.9985756,0.95,1.0,False
redland inc,land inc,0.013776662,0.84,0.0,False
time inc,etm inc,0.001836312,0.8,0.0,False
background,backgorund,0.99945974,0.9,1.0,False
unusable,unusuable,0.9994714,0.94,1.0,False
roscoe g bartlett,roscoe bartlett,0.98661333,1.0,1.0,False
alachua county democratic womens club,kay county democratic womens club,0.0019942275,0.94,0.0,False
preparation,prepartion,0.99609375,0.95,1.0,False
stand up for california,stanford financial group,0.13014716,0.43,0.0,False
transportation institute,state transportation inc,0.38383898,0.88,0.0,False
imbalance,inbalance,0.9997199,0.89,1.0,False
biocom,orbitzcom,0.12572557,0.67,0.0,False
gerry connolly,gerald connolly,0.9365558,0.83,1.0,False
david dreier,david miller,0.9676874,0.75,0.0,True
ueli m maurer,ueli maurer,0.9961917,1.0,1.0,False
warner bros inc,labor news inc,0.0013569484,0.62,0.0,False
almost,almsot,0.9999957,0.83,1.0,False
icelandic,sadler clinic,0.6390546,0.27,0.0,True
virtually,virutally,0.9982232,0.89,1.0,False
sentinel star co,lancaster brothers inc,0.022928137,0.42,0.0,False
experience,experiance,0.9998417,0.9,1.0,False
lci international inc,vic inn international co,0.019670023,0.76,0.0,False
andrew livingstone,andy livingstone,0.8821878,0.88,1.0,False
recurrence,reoccurrence,0.9879966,0.91,1.0,False
occidental petroleum corporation,occidental petroleum corporation pac oxypac,0.9240726,1.0,1.0,False
environments,enviornments,0.994632,0.92,1.0,False
performance,performence,0.9989724,0.91,1.0,False
dba international,dynamo international,0.005119288,0.87,0.0,False
unprecedented,unprecidented,0.999317,0.92,1.0,False
tony allen,tony j allen,0.9804236,1.0,1.0,False
lutheran education association,state education association,0.0138143785,0.88,0.0,False
nazareth,nazereth,0.99942714,0.88,1.0,False
viacom international inc,agromac international inc,3.2279517e-05,0.83,0.0,False
john j duncan jr,john duncan jr,0.99721324,1.0,1.0,False
united technologies corp,united technologies corporation,0.3384635,0.88,1.0,True
accommodations,accomadations,0.9920027,0.89,1.0,False
parade,perade,0.9973373,0.83,1.0,False
linguistic,libguistic,0.99726874,0.9,1.0,False
napco international inc,pageco international inc,0.02148939,0.89,0.0,False
disconnects,diconnects,0.9967656,0.95,1.0,False
perhaps,perhasp,0.99911845,0.86,1.0,False
rapid,repid,0.9996667,0.8,1.0,False
cemeteries,cemetaries,0.99799275,0.9,1.0,False
pacific gas and electric company,pacific gas electric company,0.80902576,1.0,1.0,False
seattle times co,cmte to elect stasik,0.2630905,0.33,0.0,False
stefanie rinderle,stefanie rinderle ma,0.7681955,1.0,1.0,False
population communication,publications communications,0.09073817,0.86,0.0,False
convenient,conveinent,0.9993677,0.9,1.0,False
reliant,relient,0.9998564,0.86,1.0,False
casualties,causalities,0.9976859,0.86,1.0,False
